LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Senior Citizen or Disability Neutered Male,BEAGLE,MULTI,REX,15102,2017,1/3/2017 8:52
Dog Senior Citizen or Disability Spayed Female,VIZSLA,RED,ROXIE,15143,2017,12/29/2016 15:33
Dog Individual Spayed Female,DACHSHUND,BLACK/BROWN,HEIDI,15137,2017,1/23/2017 13:33
Dog Individual Female,BICHON FRISE,WHITE/APRICOT,MISSY,15227,2017,2/1/2017 14:35
Dog Senior Citizen or Disability Neutered Male,LABRADOR RETRIEVER,YELLOW,HOGAN,15229,2017,12/30/2016 8:29
Dog Senior Citizen or Disability Spayed Female,GER SHEPHERD MIX,BLACK/BROWN,LADY CC,15147,2017,12/7/2016 9:57
Dog Senior Citizen or Disability Neutered Male,TERRIER,GOLD,ROCKY,15216,2017,12/15/2016 11:27
Dog Senior Citizen or Disability Spayed Female,DACHSHUND,BROWN,COCO,15084,2017,2/17/2017 14:49
Dog Individual Female,LABRADOR RETRIEVER,BLACK,PRESSCHESS,15221,2017,1/23/2017 8:42
Dog Individual Neutered Male,LAB MIX,BLACK,BUDDY,15106,2017,1/20/2017 15:56
Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/BLACK,SHIBUI,15139,2017,1/13/2017 9:49
Dog Senior Citizen or Disability Spayed Female,TERRIER MIX,WHITE/TAN,RY-LEE,15137,2017,1/5/2017 11:21
Dog Senior Citizen or Disability Neutered Male,MIXED,SPOTTED,KRAMER,15024,2017,1/18/2017 9:07
Dog Individual Spayed Female,CHOW CHOW MIX,BLACK,BELLA,15243,2017,12/14/2016 16:17
Dog Individual Neutered Male,BEAGLE MIX,OTHER,BOWSER,15235,2017,2/28/2017 16:01
Dog Senior Citizen or Disability Spayed Female,DACHSHUND,BROWN,LUCY,15084,2017,2/17/2017 14:49
Dog Individual Spayed Female,DACHSHUND,BLACK/BROWN,SHARLETTE,15137,2017,1/23/2017 13:33
Dog Senior Citizen or Disability Neutered Male,MIXED,BLACK,TOBY,15037,2017,12/13/2016 16:03
Dog Individual Neutered Male,BORD COLLIE,WHITE/BLACK,HARLEY,15210,2017,1/18/2017 8:43
Dog Senior Citizen or Disability Male,YORKSHIRE TERRIER,BLACK/BROWN,HUMPFREY,15025,2017,1/3/2017 10:07
Dog Individual Female,BEAGLE,WHITE/BLACK/BROWN,SHILOH,15236,2017,3/10/2017 14:42
Dog Senior Citizen or Disability Spayed Female,SIB HUSKY,WHITE/BLACK,ANGEL,15071,2017,12/14/2016 12:23
Dog Senior Citizen or Disability Neutered Male,BORD COLLIE,WHITE/BLACK,JACK,15037,2017,12/19/2016 8:21
Dog Senior Citizen or Disability Neutered Male,MIXED,MULTI,MAX,15035,2017,2/1/2017 14:35
Dog Individual Neutered Male,LAB MIX,WHITE/BLACK,MILO,15044,2017,2/23/2017 16:07
Dog Individual Neutered Male,COLLIE MIX,MULTI,CHIEF,15037,2017,12/5/2016 8:52
Dog Individual Neutered Male,PUGGLE,BROWN,ISAAC,15144,2017,2/21/2017 12:06
Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,HALLE,15102,2017,1/6/2017 14:43
Dog Senior Citizen or Disability Neutered Male,MIXED,BLACK,DASH,15037,2017,1/23/2017 11:53
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BLACK,LILY,15102,2017,12/15/2016 10:16
Dog Senior Citizen or Disability Neutered Male,MIXED,BLACK,KNUTE,15102,2017,12/16/2016 9:08
Dog Individual Spayed Female,BEAGLE,WHITE/BLACK/BROWN,JULIE,15116,2017,2/6/2017 12:09
Dog Senior Citizen or Disability Spayed Female,ENG SETTER,WHITE/BLACK,TRIXI,15234,2017,1/3/2017 10:07
Dog Senior Citizen or Disability Spayed Female,GER SHEPHERD MIX,BLACK/BROWN,JENNA,15126,2017,12/13/2016 8:34
Dog Individual Spayed Female,TERRIER MIX,WHITE/BROWN,ROXY,15214,2017,2/10/2017 15:41
Dog Senior Citizen or Disability Spayed Female,PARSON RUSSELL TERR,WHITE/BLACK,SASSIE,15071,2017,12/16/2016 16:25
Dog Senior Citizen or Disability Neutered Male,PUG,BEIGE,TYSON,15147,2017,12/19/2016 8:21
Dog Senior Citizen or Disability Neutered Male,COCKER SPANIEL,WHITE/BROWN,MOSES,15090,2017,1/6/2017 15:17
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BLACK,MATTIE,15236,2017,12/20/2016 15:38
Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,TAFFY,15145,2017,12/14/2016 16:17
Dog Senior Citizen or Disability Spayed Female,MIXED,SPOTTED,BUTTONS,15209,2017,12/9/2016 10:27
Dog Individual Neutered Male,AM PIT BULL TERRIER,WHITE/TAN,BULLIE,15112,2017,2/6/2017 16:20
Dog Senior Citizen or Disability Spayed Female,MIXED,BROWN,BENJI,15116,2017,12/29/2016 15:33
Dog Senior Citizen or Disability Spayed Female,MIXED,BROWN,NAOMI SKYY,15129,2017,1/3/2017 16:34
Dog Individual Spayed Female,NORW ELKHOUND,BLACK/GREY,FRANCESKA,15110,2017,1/4/2017 10:10
Dog Senior Citizen or Disability Male,MIXED,MULTI,MICKEY,15084,2017,1/27/2017 12:25
Dog Individual Spayed Female,BEAGLE,MULTI,MOLLIE,15221,2017,1/30/2017 10:57
Dog Individual Spayed Female,LAB MIX,BROWN,SHEBA,15108,2017,1/27/2017 10:36
Dog Senior Citizen or Disability Spayed Female,DACHSHUND,RED,AIMEE,15237,2017,1/11/2017 14:40
Dog Individual Spayed Female,MIXED,YELLOW,PRINCESS,15202,2017,12/8/2016 8:33
Dog Individual Spayed Female,GER SHEPHERD,BLACK,MALLORY,15102,2017,1/19/2017 14:45
Dog Senior Citizen or Disability Spayed Female,SCHNAUZER MIN,BLACK/GREY,ZUZU,15102,2017,12/14/2016 12:24
Dog Senior Citizen or Disability Male,DACHSHUND,RED,EARL,15143,2017,2/6/2017 16:20
Dog Senior Citizen or Disability Spayed Female,LABRADOODLE,YELLOW,CARLY,15238,2017,2/8/2017 14:10
Dog Individual Spayed Female,GOLDENDOODLE,BLACK,BRUIN,15108,2017,12/7/2016 9:57
Dog Senior Citizen or Disability Neutered Male,YORKSHIRE TERRIER,SILVER,HARRY,15146,2017,1/18/2017 8:43
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BROWN,CAPTAIN,15218,2017,12/14/2016 8:40
Dog Individual Spayed Female,LABRADOR RETRIEVER,BROWN,CAPTAIN,15218,2017,12/14/2016 8:40
Dog Senior Citizen or Disability Spayed Female,GOLDEN RETRIEVER,RED,JASMINE,15108,2017,1/3/2017 8:58
Dog Individual Spayed Female,LABRADOR RETRIEVER,WHITE/BLACK,ZOEY,15015,2017,12/23/2016 8:44
Dog Individual Female,GER SHEPHERD,BRINDLE,SOLE`,15238,2017,1/3/2017 10:08
Dog Senior Citizen or Disability Spayed Female,SHIBA INU,CREAM,TWISTER,15239,2017,12/16/2016 15:21
Dog Individual Spayed Female,LAB MIX,YELLOW,SYDNEY,15237,2017,2/2/2017 9:43
Dog Individual Spayed Female,MIXED,BLACK/BROWN,SQUEAKER,15132,2017,12/14/2016 8:41
Dog Senior Citizen or Disability Spayed Female,AM PITT BULL MIX,TAN,PAYTON,15035,2017,1/24/2017 9:02
Dog Individual Male,ENG BULLDOG,WHITE/RED,CESAR,15243,2017,3/27/2017 12:26
Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,MAX,15084,2017,1/23/2017 10:52
Dog Individual Male,POMERANIAN,BLACK,TEDDY,15209,2017,1/24/2017 16:31
Dog Individual Female,VIZSLA,ORANGE,RAZZI,15238,2017,3/8/2017 15:53
Dog Individual Male,BEAGLE,WHITE/BLACK/BROWN,BANDIT,15044,2017,1/26/2017 14:44
Dog Individual Female,DACHSHUND,BLACK/BROWN,ADDISON,15235,2017,3/10/2017 8:19
Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BROWN,CASSIE,15044,2017,1/6/2017 14:43
Dog Individual Spayed Female,SHIH TZU,MULTI,ANGEL,15137,2017,11/30/2016 15:47
Dog Senior Citizen or Disability Spayed Female,BEAGLE,WHITE/BLACK/BROWN,DIANA,15044,2017,12/23/2016 8:44
Dog Individual Neutered Male,PEKINGESE,BROWN,ROCKO,15046,2017,12/21/2016 8:35
Dog Senior Citizen or Disability Neutered Male,MIXED,BLACK,TEDDY,15221,2017,12/14/2016 12:23
Dog Individual Spayed Female,MIXED,BLACK/TAN,ABBY,15146,2017,1/18/2017 8:42
Dog Individual Neutered Male,SHIH TZU,BRINDLE,HARLEY,15234,2017,12/8/2016 10:09
Dog Individual Spayed Female,PARSON RUSSELL TERR,WHITE/TAN,MISTY,15116,2017,1/20/2017 9:00
Dog Individual Spayed Female,PARSON RUSSELL TERR,WHITE/TAN,MISTY,15116,2017,2/13/2017 16:12
Dog Individual Neutered Male,DACHSHUND,RED,BRIGGS,15236,2017,3/27/2017 14:51
Dog Individual Neutered Male,PEKINGESE,BLACK/TAN,BOO,15120,2017,3/8/2017 11:37
Dog Individual Neutered Male,MIXED,BROWN,BRUNO,15235,2017,12/12/2016 8:53
Dog Senior Citizen or Disability Neutered Male,SHIH TZU,WHITE/BLACK,BENTON,15024,2017,12/20/2016 8:54
Dog Senior Citizen or Disability Male,SHIH TZU,WHITE/BLACK,BENTON,15024,2017,12/20/2016 8:54
Dog Individual Spayed Female,PARSON RUSSELL TERR,SPOTTED,SHEA,15044,2017,1/5/2017 16:35
Dog Senior Citizen or Disability Neutered Male,COCKER SPANIEL,BLACK/BROWN,CODY,15071,2017,1/13/2017 12:48
Dog Individual Spayed Female,CHIHUAHUA,WHITE/BLACK,GORDITA,15239,2017,12/16/2016 13:25
Dog Individual Spayed Female,LABRADOR RETRIEVER,GREY,DAKOTA,15136,2017,2/2/2017 9:43
Dog Senior Citizen or Disability Spayed Female,BOXER,BROWN,MAGGIE,15065,2017,2/6/2017 11:09
Dog Senior Citizen or Disability Neutered Male,SCHIPPERKE,BLACK,CODY,15090,2017,1/3/2017 8:51
Dog Individual Spayed Female,MIXED,BROWN,COCO,15037,2017,3/14/2017 16:06
Dog Individual Neutered Male,SCHNOODLE,BROWN,COSMO,15108,2017,3/13/2017 11:49
Dog Individual Spayed Female,LAB MIX,GOLD,BELLA,15122,2017,1/17/2017 9:44
Dog Senior Citizen or Disability Spayed Female,POODLE TOY,APRICOT,PRECIOUS,15132,2017,12/8/2016 16:26
Dog Senior Citizen or Disability Spayed Female,MIXED,BROWN,K.C.,15137,2017,1/26/2017 14:40
Dog Individual Spayed Female,COLLIE,SABLE,ANNIE,15238,2017,2/27/2017 12:31
Dog Individual Neutered Male,BICHON FRISE,WHITE,ZIGGY,15237,2017,12/30/2016 8:30
Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BLACK/BROWN,MAGGIE,15063,2017,12/14/2016 9:07
Dog Senior Citizen or Disability Spayed Female,MIXED,BLACK/BROWN,LADYBUG,15120,2017,1/12/2017 9:36
Dog Senior Citizen or Disability Neutered Male,COCKER SPANIEL,BLACK,BRODY,15137,2017,12/21/2016 8:35
Dog Senior Citizen or Disability Spayed Female,SHETLAND SHEEPDOG,MULTI,TILLY,15241,2017,12/15/2016 11:27
Dog Individual Male,LABRADOR RETRIEVER,BLACK,LAZER,15102,2017,12/12/2016 13:35
Dog Individual Male,AUS CATTLE DOG,SPOTTED,MANDINGO,15243,2017,12/23/2016 14:48
Dog Individual Neutered Male,AUS CATTLE DOG,SPOTTED,MANDINGO,15243,2017,12/23/2016 14:48
Dog Senior Citizen or Disability Neutered Male,DACHSHUND,WHITE/RED,TEDDY,15112,2017,12/23/2016 13:35
Dog Senior Citizen or Disability Spayed Female,GREYHOUND,WHITE/BLACK,TERI,15101,2017,12/13/2016 15:53
Dog Senior Citizen or Disability Spayed Female,POODLE STANDARD,BLACK,MOLLY,15101,2017,1/4/2017 15:56
Dog Senior Citizen or Disability Neutered Male,COCKER SPANIEL,BUFF,SPENSER,15106,2017,12/20/2016 11:16
Dog Senior Citizen or Disability Spayed Female,SHIH TZU,WHITE/BROWN,CHLOE,15239,2017,12/12/2016 16:17
Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,MAGGIE,15137,2017,3/22/2017 11:56
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,TOMA,15237,2017,3/16/2017 15:52
Dog Individual Neutered Male,MALTESE,WHITE,POKY,15108,2017,1/5/2017 12:50
Dog Individual Neutered Male,POODLE TOY,CREAM,CLAUDE,15102,2017,3/1/2017 13:29
Dog Senior Citizen or Disability Spayed Female,COCKER SPANIEL,BUFF,SARAH,15143,2017,12/14/2016 12:39
Dog Senior Citizen or Disability Neutered Male,COCKER SPANIEL MIX,GOLD,WINSTON,15024,2017,1/23/2017 9:45
Dog Individual Spayed Female,BEAGLE,SPOTTED,MALLORY,15017,2017,2/8/2017 11:37
Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/BROWN,COCOA,15120,2017,12/28/2016 16:31
Dog Individual Neutered Male,MIXED,BROWN,SMOKEY,15044,2017,12/16/2016 15:42
Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/TAN,CHIPS,15024,2017,1/23/2017 9:45
Dog Senior Citizen or Disability Spayed Female,BEAGLE,TRI-COLOR,LADY,15126,2017,12/14/2016 8:40
Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE,BLESS,15136,2017,3/15/2017 14:08
Dog Senior Citizen or Disability Male,PEKINGESE,BLACK/BROWN,TOSOX,15209,2017,12/22/2016 8:40
Dog Senior Citizen or Disability Neutered Male,MIXED,BUFF,DOVER,15024,2017,1/23/2017 9:45
Dog Senior Citizen or Disability Neutered Male,COCKER SPANIEL MIX,WHITE/BLACK,CINDERS,15024,2017,1/23/2017 9:45
Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BROWN,SHADOW,15037,2017,3/1/2017 14:29
Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BROWN,MISTY,15037,2017,3/1/2017 14:29
Dog Individual Spayed Female,POODLE STANDARD,BLACK,BELLA,15241,2017,2/22/2017 11:37
Dog Senior Citizen or Disability Spayed Female,PARSON RUSSELL TERR,WHITE/BROWN,SHELBY,15243,2017,1/9/2017 16:38
Dog Individual Spayed Female,LAB MIX,BLACK,LUCY,15122,2017,12/5/2016 8:36
Dog Senior Citizen or Disability Neutered Male,POODLE TOY,WHITE/BLACK,BLAISE,15239,2017,12/13/2016 14:16
Dog Senior Citizen or Disability Neutered Male,TERRIER MIX,WHITE/BROWN,ATLAS,15122,2017,12/15/2016 10:16
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,EMEE,15044,2017,12/14/2016 16:17
Dog Senior Citizen or Disability Spayed Female,SCHNAUZER MIN,WHITE/BLACK,BELLA,15220,2017,1/3/2017 14:04
Dog Individual Spayed Female,MIXED,BLACK,MAGGIE,15065,2017,12/22/2016 8:56
Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/BLACK/BROWN,LEON,15132,2017,1/10/2017 10:04
Dog Individual Spayed Female,GER SHEPHERD MIX,BLACK/BROWN,ZOEY,15234,2017,1/26/2017 15:54
Dog Senior Citizen or Disability Spayed Female,SHIH TZU,GOLD,MAI LIN,15102,2017,2/17/2017 14:49
Dog Senior Citizen or Disability Spayed Female,BEAGLE,WHITE/BROWN,SALLY,15237,2017,12/22/2016 8:40
Dog Senior Citizen or Disability Neutered Male,COLLIE MIX,RED/BROWN,OLLIE,15237,2017,12/22/2016 16:28
Dog Individual Male,MIXED,WHITE/BLACK/BROWN,BUDDY,15223,2017,3/28/2017 8:44
Dog Senior Citizen or Disability Neutered Male,DACHSHUND,BLACK,ZACH,15235,2017,1/25/2017 16:23
Dog Senior Citizen or Disability Neutered Male,SHETLAND SHEEPDOG,MULTI,PRANCER,15214,2017,3/10/2017 15:21
Dog Individual Spayed Female,GER SHORTHAIR POINT,WHITE/LIVER,MAGGIE,15146,2017,1/26/2017 16:04
Dog Senior Citizen or Disability Neutered Male,LAB MIX,BLACK,BANDIT,15112,2017,1/9/2017 9:11
Dog Individual Spayed Female,BOSTON TERRIER,SPOTTED,ELOISE,15202,2017,3/6/2017 8:45
Dog Individual Neutered Male,SHIH TZU,SPOTTED,MEMPHIS,15102,2017,1/18/2017 14:57
Dog Senior Citizen or Disability Spayed Female,AM ESKIMO DOG,WHITE,POLOMA,15101,2017,2/13/2017 16:01
Dog Individual Spayed Female,TERRIER MIX,BLACK,ANGEL,15071,2017,1/4/2017 15:49
Dog Senior Citizen or Disability Spayed Female,POMERANIAN,BEIGE,FOXY,15136,2017,1/19/2017 15:56
Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,KYLIE,15235,2017,3/15/2017 8:44
Dog Individual Neutered Male,SHEPHERD MIX,BLACK/BROWN,BAILEY,15205,2017,12/16/2016 8:40
Dog Senior Citizen or Disability Neutered Male,PEEKAPOO,BROWN,FOSTER,15015,2017,2/28/2017 9:24
Dog Senior Citizen or Disability Neutered Male,BLUE HEELER,BLACK/GREY,MAX,15037,2017,1/13/2017 9:50
Dog Individual Neutered Male,SIB HUSKY,WHITE/BLACK,BUDDY,15102,2017,1/3/2017 10:08
Dog Individual Spayed Female,COCKER SPANIEL,BROWN,SCARLETT,15237,2017,3/24/2017 15:12
Dog Individual Spayed Female,PAPILLON,SABLE/WHITE,JENNY,15136,2017,1/18/2017 13:42
Dog Senior Citizen or Disability Spayed Female,AUS SHEPHERD,WHITE/BLACK/GREY,SHEBA,15017,2017,2/13/2017 16:01
Dog Senior Citizen or Disability Neutered Male,COCKAPOO,WHITE,HARRY,15221,2017,1/9/2017 16:02
Dog Senior Citizen or Disability Neutered Male,BEAGLE,MULTI,BUZZ,15122,2017,12/12/2016 12:59
Dog Individual License Duplicate,GREYHOUND,WHITE/TAN,FRANCO,15025,2017,2/8/2017 15:41
Dog Senior Citizen or Disability Male,GER SHORTHAIR POINT,SPOTTED,CHAMP,15065,2017,3/22/2017 13:19
Dog Individual Spayed Female,GREAT DANE,MERLE,JUNO,15228,2017,1/5/2017 12:50
Dog Individual Spayed Female,SHIBA INU,WHITE/APRICOT,SHEBA,15237,2017,12/28/2016 11:18
Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE,PEP,15025,2017,1/10/2017 11:00
Dog Individual Spayed Female,ENG SETTER,WHITE/BLACK,LYNDI,15101,2017,12/23/2016 9:12
Dog Individual Spayed Female,ENG SETTER,WHITE/BLACK,LYNDI,15101,2017,12/22/2016 8:56
Dog Senior Citizen or Disability Neutered Male,DACHSHUND,RED,OTTO,15229,2017,12/9/2016 11:17
Dog Individual Spayed Female,POODLE TOY,APRICOT,PRINCESS GABRIELLE,15136,2017,2/3/2017 8:37
Dog Individual Neutered Male,TAG,MULTI,CHARLIE,15102,2017,1/3/2017 8:57
Dog Senior Citizen or Disability Neutered Male,SHIH TZU,WHITE/BROWN,OLLIE,15116,2017,1/9/2017 16:01
Dog Individual Neutered Male,COLLIE,BROWN,RUFFY,15122,2017,1/25/2017 9:04
Dog Individual Neutered Male,MIXED,BLACK,SAMMY,15025,2017,12/16/2016 9:08
Dog Individual Neutered Male,CHIHUAHUA,WHITE/BEIGE,HOOCH,15235,2017,2/13/2017 16:01
Dog Individual Neutered Male,LAB MIX,WHITE/BLACK,BUDDY,15146,2017,12/28/2016 12:11
Dog Individual Neutered Male,DACHSHUND,MULTI,SCHROEDER,15102,2017,3/9/2017 15:02
Dog Senior Citizen or Disability Neutered Male,AM ESKIMO DOG,WHITE,TORNADO,15037,2017,2/15/2017 15:03
Dog Individual Neutered Male,LAB MIX,BROWN,COCO,15218,2017,2/17/2017 15:08
Dog Senior Citizen or Disability Spayed Female,MIXED,BLACK,BAILEY,15108,2017,12/14/2016 12:39
Dog Senior Citizen or Disability Neutered Male,TERRIER,TAN,SPIKE,15129,2017,12/7/2016 12:14
Dog Individual Neutered Male,MIXED,SPOTTED,CISCO,15209,2017,12/30/2016 8:29
Dog Senior Citizen or Disability Neutered Male,MIXED,SPOTTED,CISCO,15209,2017,12/30/2016 8:29
Dog Individual Male,MANCHESTER TERRIER,BLACK,TAZ,15044,2017,2/7/2017 15:06
Dog Individual Female,SHETLAND SHEEP MIX,BROWN,ANNABELL,15236,2017,2/22/2017 9:14
Dog Individual Spayed Female,MIXED,BLACK/BROWN,COCOA,15241,2017,1/13/2017 16:25
Dog Individual Male,GER SHORTHAIR POINT,SPOTTED,DOZER,15205,2017,1/23/2017 13:33
Dog Individual Spayed Female,ORI PEI,BLACK,TETSU,15236,2017,3/15/2017 12:07
Dog Senior Citizen or Disability Neutered Male,COCKER SPANIEL,BROWN,BAKER,15220,2017,12/19/2016 15:40
Dog Individual Neutered Male,DALMATION MIX,WHITE/BLACK,GUNNIE,15057,2017,1/27/2017 9:19
Dog Senior Citizen or Disability Neutered Male,DACHSHUND,BLACK,BUDDY,15101,2017,12/22/2016 8:56
Dog Individual Neutered Male,CAIRN TERRIER,CREAM,FEZZIK,15212,2017,1/13/2017 9:50
Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BROWN,LULUBELLE,15090,2017,1/12/2017 16:34
Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BROWN,LULUBELLE,15090,2017,1/27/2017 14:54
Dog Individual Female,MIXED,WHITE/BLACK/BROWN,LILY MAY,15084,2017,2/10/2017 8:37
Dog Individual Spayed Female,WEIMARANER,GREY,STORM,15037,2017,12/2/2016 8:42
Dog Individual Spayed Female,LABRADOODLE,BLACK,ROXY,15215,2017,1/4/2017 8:38
Dog Individual Neutered Male,COCKER SPANIEL,BLACK/BROWN,CARMEL,15234,2017,1/12/2017 9:36
Dog Individual Spayed Female,TERRIER MIX,BROWN,CRICKET,15137,2017,3/27/2017 14:51
Dog Senior Citizen or Disability Neutered Male,CAIRN TERRIER,RED/BRINDLE,KEEGAN,15238,2017,12/22/2016 8:56
Dog Senior Citizen or Disability Neutered Male,CAIRN TERRIER,BRINDLE,RILEY,15238,2017,12/22/2016 8:56
Dog Individual Neutered Male,CAIRN TERRIER,BRINDLE,RILEY,15238,2017,12/22/2016 8:56
Dog Senior Citizen or Disability Spayed Female,MALTESE MIX,BLACK/BROWN,BELLA,15102,2017,1/26/2017 10:04
Dog Individual Spayed Female,POODLE STANDARD,BLACK,ROXY,15116,2017,1/9/2017 15:26
Dog Individual Spayed Female,MIXED,WHITE/BLACK,TIPPIE,15148,2017,12/15/2016 9:58
Dog Senior Citizen or Disability Male,BOXER MIX,BROWN,GUS,15065,2017,1/5/2017 15:51
Dog Individual Neutered Male,LHASA APSO,SPOTTED,OZZY,15235,2017,2/28/2017 16:02
Dog Senior Citizen or Disability Neutered Male,YORKSHIRE TERRIER,BLACK,LORD TOBIUS,15146,2017,1/3/2017 8:52
Dog Senior Citizen or Disability Spayed Female,GOLDEN RETRIEVER,GOLD,ABBIE,15235,2017,12/23/2016 9:12
Dog Individual Spayed Female,GER SHEPHERD,BLACK/TAN,EFFI,15132,2017,1/6/2017 15:17
Dog Senior Citizen or Disability Neutered Male,BEAGLE,BLACK/BROWN,LUKE,15120,2017,1/3/2017 14:03
Dog Individual Spayed Female,DACHSHUND,BLACK/TAN,SOPHIE,15235,2017,2/8/2017 8:49
Dog Senior Citizen or Disability Spayed Female,COCKAPOO,BUFF,SALLY,15120,2017,12/29/2016 12:21
Dog Individual Spayed Female,MIXED,WHITE/BLACK,CHLOE,15214,2017,2/17/2017 9:03
Dog Individual Male,BEAGLE,MULTI,JACKSON,15143,2017,2/10/2017 13:32
Dog Senior Citizen or Disability Spayed Female,LABRADOODLE,BROWN,CHESSIE,15084,2017,1/4/2017 13:13
Dog Senior Citizen or Disability Neutered Male,MIXED,BLACK,JOHNATHAN,15071,2017,12/21/2016 8:44
Dog Individual Neutered Male,MIXED,BLACK/GREY,PACO,15136,2017,3/6/2017 13:54
Dog Senior Citizen or Disability Neutered Male,LAB MIX,TAN,NOMAR,15235,2017,2/23/2017 11:00
Dog Individual Neutered Male,MIXED,BLACK,CHARLIE,15143,2017,1/6/2017 14:43
Dog Individual Spayed Female,BICHON FRISE,WHITE,SUGAR,15131,2017,1/13/2017 12:49
Dog Senior Citizen or Disability Neutered Male,SCHIPPERKE,BLACK,BAMBAM WILY,15090,2017,1/3/2017 8:51
Dog Senior Citizen or Disability Spayed Female,BEAGLE,WHITE/BROWN,GINGER,15228,2017,12/9/2016 9:00
Dog Individual Neutered Male,SIB HUSKY,WHITE/BLACK,SHADOW,15228,2017,3/17/2017 15:48
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,DOTTIE,15143,2017,12/13/2016 15:53
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,DOTTIE,15143,2017,12/28/2016 16:13
Dog Senior Citizen or Disability Male,MALTESE,WHITE,DERVISH,15241,2017,12/16/2016 15:21
Dog Individual Spayed Female,LAB MIX,WHITE/BLACK,LILLY,15228,2017,12/16/2016 15:21
Dog Individual Neutered Male,POMERANIAN,RED/BROWN,STEVIE SKY,15065,2017,1/17/2017 12:33
Dog Individual Spayed Female,BORD COLLIE,BROWN,CHLOE,15037,2017,1/11/2017 14:29
Dog Individual Male,COLLIE MIX,WHITE/BLACK/BROWN,BUDDY,15235,2017,12/9/2016 8:58
Dog Senior Citizen or Disability Neutered Male,AM ESKIMO DOG,WHITE,ZUES,15235,2017,12/12/2016 13:35
Dog Senior Citizen or Disability Male,PAPILLON,SPOTTED,MAX A MILLION,15237,2017,1/4/2017 9:01
Dog Individual Spayed Female,BOSTON TERRIER,BRINDLE,PRINCESS,15223,2017,12/13/2016 13:52
Dog Individual Spayed Female,MIXED,BROWN,TESSA,15090,2017,1/18/2017 15:35
Dog Senior Citizen or Disability Neutered Male,MIN PINSCHER,BLACK,RICO,15122,2017,12/9/2016 14:53
Dog Individual Neutered Male,LAB MIX,BLACK,TORO,15237,2017,12/9/2016 14:53
Dog Senior Citizen or Disability Neutered Male,SHIH TZU,WHITE/BROWN,PEPPY,15122,2017,12/9/2016 8:58
Dog Individual Spayed Female,MIXED,BROWN,HALEY,15227,2017,12/21/2016 12:04
Dog Individual Female,MIXED,BLACK/BROWN,DAISY,15146,2017,1/6/2017 11:42
Dog Individual Spayed Female,SAMOYED,WHITE,ZOE,15133,2017,3/24/2017 15:13
Dog Senior Citizen or Disability Spayed Female,JAPANESE CHIN,WHITE/BLACK,GIZMET,15136,2017,12/14/2016 8:40
Dog Individual Neutered Male,PARSON RUSSELL TERR,WHITE/BROWN,JACK,15129,2017,1/5/2017 8:35
Dog Individual Male,SCOTTISH TERRIER,BLACK,DAN,15136,2017,2/21/2017 12:06
Dog Individual Neutered Male,WHIPPET,FAWN,CHESSIE,15101,2017,1/23/2017 13:32
Dog Senior Citizen or Disability Male,YORKSHIRE TERR MIX,BROWN/TAN,TEDDIE,15147,2017,1/23/2017 9:46
Dog Individual Neutered Male,MIXED,WHITE/BLACK,DOMINO,15228,2017,12/30/2016 8:29
